"","pathway","pval","padj","ES","NES","nMoreExtreme","size"
"1","GO_AEROBIC_RESPIRATION",0.0000492926504658156,0.00118683875278486,0.488556885703874,2.1730087536514,0,78
"2","GO_AMINE_METABOLIC_PROCESS",0.0000516502246784774,0.00118683875278486,0.407393569088886,1.94613944017528,0,117
"3","GO_AMINO_ACID_ACTIVATION",0.0000472947408248203,0.00118683875278486,0.520842980780612,2.09794209682612,0,49
"4","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.000049147294441441,0.00118683875278486,0.548050270836775,2.43031288679793,0,77
"5","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.0000506354752139349,0.00118683875278486,0.5089286322683,2.35016203737203,0,96
"6","GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",0.000049800796812749,0.00118683875278486,0.6402326165487,2.87020642861703,0,82
"7","GO_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT",0.0000450531627320238,0.00118683875278486,0.644999529292185,2.16845911790824,0,23
"8","GO_AZUROPHIL_GRANULE",0.0000525513689631615,0.00118683875278486,0.530946446332687,2.57047852491708,0,128
"9","GO_AZUROPHIL_GRANULE_LUMEN",0.0000489524182494615,0.00118683875278486,0.532098469982227,2.31901844773955,0,71
"10","GO_AZUROPHIL_GRANULE_MEMBRANE",0.0000474833808167142,0.00118683875278486,0.539877435431641,2.19487561121637,0,51
"11","GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT",0.0000491062659595364,0.00118683875278486,0.464620796121696,2.04274697038305,0,74
"12","GO_CARBOHYDRATE_KINASE_ACTIVITY",0.0000444938820912125,0.00118683875278486,0.695472549956753,2.24917591075764,0,20
"13","GO_CARBOHYDRATE_PHOSPHORYLATION",0.0000450531627320238,0.00118683875278486,0.73864989154773,2.48330738167566,0,23
"14","GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY",0.0000512978352313532,0.00118683875278486,0.441217666098207,2.07231721522026,0,106
"15","GO_CELLULAR_IRON_ION_HOMEOSTASIS",0.0000480215136381099,0.00118683875278486,0.454459013193246,1.90970274392046,0,59
"16","GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS",0.0000506688285366842,0.00118683875278486,0.492991633046933,2.26760514479344,0,94
"17","GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE",0.0000499925011248313,0.00118683875278486,0.452003517277241,2.04100366411113,0,85
"18","GO_CYTOCHROME_COMPLEX_ASSEMBLY",0.0000462342225715475,0.00118683875278486,0.613488579153094,2.29290646547409,0,35
"19","GO_ELECTRON_TRANSFER_ACTIVITY",0.0000507125107764085,0.00118683875278486,0.595252415088743,2.75367082947362,0,97
"20","GO_ENDOPEPTIDASE_COMPLEX",0.0000485837827333236,0.00118683875278486,0.46690104022153,2.01276557143793,0,67
"21","GO_FATTY_ACID_BETA_OXIDATION",0.0000486997175416383,0.00118683875278486,0.54085367489923,2.34448124475362,0,69
"22","GO_FATTY_ACID_CATABOLIC_PROCESS",0.0000511587455875582,0.00118683875278486,0.554117692677184,2.58842133539596,0,103
"23","GO_FICOLIN_1_RICH_GRANULE_MEMBRANE",0.0000473148805299267,0.00118683875278486,0.556833182264505,2.25394595644322,0,50
"24","GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING",0.000049147294441441,0.00118683875278486,0.55777586728134,2.47344075960225,0,77
"25","GO_FRUCTOSE_METABOLIC_PROCESS",0.0000433463372345037,0.00118683875278486,0.808017719878077,2.30000402234825,0,13
"26","GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS",0.0000485837827333236,0.00118683875278486,0.460432183667833,1.98487895171296,0,67
"27","GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",0.0000472947408248203,0.00118683875278486,0.610685011352321,2.45982347942292,0,49
"28","GO_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX",0.0000522957849597322,0.00118683875278486,0.596215777339239,2.87124297018576,0,123
"29","GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE",0.0000470588235294118,0.00118683875278486,0.547241214785687,2.18461081306072,0,47
"30","GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE",0.000049147294441441,0.00118683875278486,0.469780590780277,2.08322828122621,0,77
"31","GO_IRON_ION_TRANSPORT",0.0000485060147458285,0.00118683875278486,0.483352215721777,2.07791060442794,0,66
"32","GO_LATE_ENDOSOME_MEMBRANE",0.0000525099768956102,0.00118683875278486,0.440022599367177,2.13708269172575,0,130
"33","GO_LIPID_OXIDATION",0.0000506765316981706,0.00118683875278486,0.510565549525133,2.3714866904274,0,99
"34","GO_LYSOSOMAL_LUMEN",0.0000501127536958156,0.00118683875278486,0.507634733660164,2.29754603444285,0,86
"35","GO_LYTIC_VACUOLE_ORGANIZATION",0.0000481231953801732,0.00118683875278486,0.458647744628968,1.93437968951421,0,60
"36","GO_METAL_CLUSTER_BINDING",0.0000483605764580714,0.00118683875278486,0.482625247341287,2.0621580034008,0,64
"37","GO_MICROBODY",0.0000523121992048546,0.00118683875278486,0.506484300666418,2.44223206848918,0,124
"38","GO_MICROBODY_LUMEN",0.0000469991070169667,0.00118683875278486,0.631700501809984,2.49752401459458,0,45
"39","GO_MICROBODY_MEMBRANE",0.0000478468899521531,0.00118683875278486,0.465592563952578,1.95131473843038,0,58
"40","GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",0.0000469637909172028,0.00118683875278486,0.689699732378887,2.74216962057557,0,46
"41","GO_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT",0.0000478697941598851,0.00118683875278486,0.561421445487971,2.3436530276465,0,57
